Vendor code,Vendor name,Spend category,Incoterm,Lead time (days),Approved on,Status,Buyer contact,E-mail
HW-0392,Barrowden Tooling Oy,Maintenance,EXW,30,2024-09-18,Approved,Ffion Nettleford,ffion.nettleford@barrowdentooli.example
HW-0393,Cheswick Pallets SRL,Packaging,DAP,46,2026-03-16,Pending,Idris Inkpen,idris.inkpen@cheswickpallet.example
HW-0394,Dunsmere Alloys BV,Raw materials,EXW,12,2025-05-25,Approved,Linnet Dunwoody,linnet.dunwoody@dunsmerealloys.example
HW-0395,Edgeworth Filters Group,Maintenance,DAP,25,2024-12-29,Approved,Osric Oldbury,osric.oldbury@edgeworthfilte.example
HW-0396,Frampton Haulage PLC,Logistics,DAP,11,2025-02-15,Approved,Brioney Jelbart,brioney.jelbart@framptonhaulag.example
HW-0397,Galloway Pigments Ltd,Raw materials,DDP,47,2025-04-27,Suspended,Eamon Elverton,eamon.elverton@gallowaypigmen.example
HW-0398,Hartshorne Lubricants Oy,Maintenance,DAP,34,2024-05-01,Approved,Hesper Prescott,hesper.prescott@hartshornelubr.example
HW-0399,Innesford Freight SRL,Logistics,DAP,12,2024-01-22,Approved,Kester Kinnaird,kester.kinnaird@innesfordfreig.example
HW-0400,Jevington Timber BV,Raw materials,DAP,59,2025-11-24,Pending,Nessa Fanshawe,nessa.fanshawe@jevingtontimbe.example
HW-0401,Knayton Cartons Group,Packaging,DAP,35,2025-11-29,Approved,Anselm Ambleside,anselm.ambleside@knaytoncartons.example
HW-0402,Larkhall Couriers PLC,Logistics,EXW,8,2024-11-21,Approved,Deryn Lockhart,deryn.lockhart@larkhallcourie.example
HW-0403,Mirfield Glassworks Ltd,Raw materials,DDP,53,2025-04-09,Pending,Gwilym Gadsby,gwilym.gadsby@mirfieldglassw.example
HW-0404,Newsholme Crates Oy,Packaging,DDP,18,2025-10-01,Approved,Jolanta Barrowclough,jolanta.barrowclough@newsholmecrate.example
HW-0405,Oswaldkirk Warehousing SRL,Logistics,FOB,35,2024-12-29,Approved,Merrick Marchbank,merrick.marchbank@oswaldkirkware.example
HW-0406,Penrhos Cleaning BV,Maintenance,DAP,25,2026-05-08,Approved,Petra Halliwell,petra.halliwell@penrhoscleanin.example
HW-0407,Quorndon Films Group,Packaging,DDP,17,2025-09-04,Approved,Caius Chevington,caius.chevington@quorndonfilmsg.example
HW-0408,Redmarley Polymers PLC,Raw materials,FOB,22,2026-07-04,Approved,Ffion Nettleford,ffion.nettleford@redmarleypolym.example
HW-0409,Sedgeberrow Calibration Ltd,Maintenance,DDP,52,2024-03-20,Pending,Idris Inkpen,idris.inkpen@sedgeberrowcal.example
HW-0410,Tavistoke Labels Oy,Packaging,FOB,56,2024-12-03,Approved,Linnet Dunwoody,linnet.dunwoody@tavistokelabel.example
HW-0411,Ulverston Adhesives SRL,Raw materials,DDP,42,2024-11-18,Suspended,Osric Oldbury,osric.oldbury@ulverstonadhes.example
HW-0412,Vaynor Tooling BV,Maintenance,FOB,22,2025-12-18,Pending,Brioney Jelbart,brioney.jelbart@vaynortoolingb.example
HW-0413,Whitbourne Pallets Group,Packaging,DAP,26,2024-07-25,Approved,Eamon Elverton,eamon.elverton@whitbournepall.example
HW-0414,Yatesbury Alloys PLC,Raw materials,FOB,53,2024-10-06,Approved,Hesper Prescott,hesper.prescott@yatesburyalloy.example
HW-0415,Alnmouth Filters Ltd,Maintenance,DDP,35,2025-12-27,Approved,Kester Kinnaird,kester.kinnaird@alnmouthfilter.example
HW-0416,Bexwell Haulage Oy,Logistics,EXW,23,2024-11-15,Pending,Nessa Fanshawe,nessa.fanshawe@bexwellhaulage.example
HW-0417,Ambleforth Pigments SRL,Raw materials,DAP,36,2025-07-11,Approved,Anselm Ambleside,anselm.ambleside@ambleforthpigm.example
HW-0418,Barrowden Lubricants BV,Maintenance,DDP,14,2024-08-02,Approved,Deryn Lockhart,deryn.lockhart@barrowdenlubri.example
HW-0419,Cheswick Freight Group,Logistics,DAP,48,2025-04-20,Approved,Gwilym Gadsby,gwilym.gadsby@cheswickfreigh.example
HW-0420,Dunsmere Timber PLC,Raw materials,DAP,51,2025-11-10,Approved,Jolanta Barrowclough,jolanta.barrowclough@dunsmeretimber.example
HW-0421,Edgeworth Cartons Ltd,Packaging,DDP,50,2024-06-08,Approved,Merrick Marchbank,merrick.marchbank@edgeworthcarto.example
HW-0422,Frampton Couriers Oy,Logistics,DAP,40,2025-01-20,Suspended,Petra Halliwell,petra.halliwell@framptoncourie.example
HW-0423,Galloway Glassworks SRL,Raw materials,DAP,7,2024-09-09,Approved,Caius Chevington,caius.chevington@gallowayglassw.example
HW-0424,Hartshorne Crates BV,Packaging,DDP,54,2024-05-07,Approved,Ffion Nettleford,ffion.nettleford@hartshornecrat.example
HW-0425,Innesford Warehousing Group,Logistics,DAP,3,2026-02-26,Approved,Idris Inkpen,idris.inkpen@innesfordwareh.example
HW-0426,Jevington Cleaning PLC,Maintenance,FOB,25,2025-01-27,Pending,Linnet Dunwoody,linnet.dunwoody@jevingtonclean.example
HW-0427,Knayton Films Ltd,Packaging,EXW,24,2024-04-30,Approved,Osric Oldbury,osric.oldbury@knaytonfilmslt.example
HW-0428,Larkhall Polymers Oy,Raw materials,FOB,39,2024-06-23,Suspended,Brioney Jelbart,brioney.jelbart@larkhallpolyme.example
HW-0429,Mirfield Calibration SRL,Maintenance,FOB,16,2025-04-12,Pending,Eamon Elverton,eamon.elverton@mirfieldcalibr.example
HW-0430,Newsholme Labels BV,Packaging,EXW,3,2026-07-27,Pending,Hesper Prescott,hesper.prescott@newsholmelabel.example
HW-0431,Oswaldkirk Adhesives Group,Raw materials,FOB,50,2024-08-27,Approved,Kester Kinnaird,kester.kinnaird@oswaldkirkadhe.example
HW-0432,Penrhos Tooling PLC,Maintenance,FOB,47,2025-05-13,Approved,Nessa Fanshawe,nessa.fanshawe@penrhostooling.example
HW-0433,Quorndon Pallets Ltd,Packaging,FOB,21,2026-02-28,Approved,Anselm Ambleside,anselm.ambleside@quorndonpallet.example
HW-0434,Redmarley Alloys Oy,Raw materials,DAP,14,2024-11-05,Approved,Deryn Lockhart,deryn.lockhart@redmarleyalloy.example
HW-0435,Sedgeberrow Filters SRL,Maintenance,EXW,32,2025-12-14,Approved,Gwilym Gadsby,gwilym.gadsby@sedgeberrowfil.example
HW-0436,Tavistoke Haulage BV,Logistics,DDP,27,2024-08-14,Approved,Jolanta Barrowclough,jolanta.barrowclough@tavistokehaula.example
HW-0437,Ulverston Pigments Group,Raw materials,DAP,40,2024-04-24,Approved,Merrick Marchbank,merrick.marchbank@ulverstonpigme.example
HW-0438,Vaynor Lubricants PLC,Maintenance,DDP,10,2026-05-03,Approved,Petra Halliwell,petra.halliwell@vaynorlubrican.example
HW-0439,Whitbourne Freight Ltd,Logistics,DDP,28,2025-06-10,Pending,Caius Chevington,caius.chevington@whitbournefrei.example
HW-0440,Yatesbury Timber Oy,Raw materials,FOB,59,2026-06-14,Approved,Ffion Nettleford,ffion.nettleford@yatesburytimbe.example
HW-0441,Alnmouth Cartons SRL,Packaging,DAP,45,2025-08-20,Approved,Idris Inkpen,idris.inkpen@alnmouthcarton.example
HW-0442,Bexwell Couriers BV,Logistics,DDP,21,2026-04-08,Approved,Linnet Dunwoody,linnet.dunwoody@bexwellcourier.example
HW-0443,Ambleforth Glassworks Group,Raw materials,EXW,14,2026-06-26,Approved,Osric Oldbury,osric.oldbury@ambleforthglas.example
HW-0444,Barrowden Crates PLC,Packaging,EXW,28,2025-12-23,Approved,Brioney Jelbart,brioney.jelbart@barrowdencrate.example
HW-0445,Cheswick Warehousing Ltd,Logistics,EXW,16,2025-03-09,Approved,Eamon Elverton,eamon.elverton@cheswickwareho.example
HW-0446,Dunsmere Cleaning Oy,Maintenance,DAP,33,2026-07-03,Suspended,Hesper Prescott,hesper.prescott@dunsmerecleani.example
HW-0447,Edgeworth Films SRL,Packaging,EXW,41,2024-04-25,Approved,Kester Kinnaird,kester.kinnaird@edgeworthfilms.example
HW-0448,Frampton Polymers BV,Raw materials,DDP,11,2025-11-18,Approved,Nessa Fanshawe,nessa.fanshawe@framptonpolyme.example
HW-0449,Galloway Calibration Group,Maintenance,EXW,4,2024-07-12,Approved,Anselm Ambleside,anselm.ambleside@gallowaycalibr.example
HW-0450,Hartshorne Labels PLC,Packaging,FOB,33,2026-07-19,Approved,Deryn Lockhart,deryn.lockhart@hartshornelabe.example
HW-0451,Innesford Adhesives Ltd,Raw materials,DDP,41,2024-04-25,Pending,Gwilym Gadsby,gwilym.gadsby@innesfordadhes.example
HW-0452,Jevington Tooling Oy,Maintenance,DDP,46,2024-10-25,Approved,Jolanta Barrowclough,jolanta.barrowclough@jevingtontooli.example
HW-0453,Knayton Pallets SRL,Packaging,DAP,46,2025-08-26,Approved,Merrick Marchbank,merrick.marchbank@knaytonpallets.example
HW-0454,Larkhall Alloys BV,Raw materials,EXW,53,2026-04-20,Approved,Petra Halliwell,petra.halliwell@larkhallalloys.example
HW-0455,Mirfield Filters Group,Maintenance,DAP,31,2025-01-03,Approved,Caius Chevington,caius.chevington@mirfieldfilter.example
HW-0456,Newsholme Haulage PLC,Logistics,EXW,52,2024-12-24,Approved,Ffion Nettleford,ffion.nettleford@newsholmehaula.example
HW-0457,Oswaldkirk Pigments Ltd,Raw materials,DAP,11,2024-10-26,Pending,Idris Inkpen,idris.inkpen@oswaldkirkpigm.example
HW-0458,Penrhos Lubricants Oy,Maintenance,EXW,57,2024-05-05,Approved,Linnet Dunwoody,linnet.dunwoody@penrhoslubrica.example
HW-0459,Quorndon Freight SRL,Logistics,FOB,32,2026-08-14,Approved,Osric Oldbury,osric.oldbury@quorndonfreigh.example
HW-0460,Redmarley Timber BV,Raw materials,DAP,46,2024-03-26,Approved,Brioney Jelbart,brioney.jelbart@redmarleytimbe.example
HW-0461,Sedgeberrow Cartons Group,Packaging,DAP,58,2024-12-05,Approved,Eamon Elverton,eamon.elverton@sedgeberrowcar.example
HW-0462,Tavistoke Couriers PLC,Logistics,EXW,56,2024-09-29,Approved,Hesper Prescott,hesper.prescott@tavistokecouri.example
HW-0463,Ulverston Glassworks Ltd,Raw materials,DDP,50,2026-07-30,Approved,Kester Kinnaird,kester.kinnaird@ulverstonglass.example
HW-0464,Vaynor Crates Oy,Packaging,DAP,6,2024-09-03,Approved,Nessa Fanshawe,nessa.fanshawe@vaynorcratesoy.example
HW-0465,Whitbourne Warehousing SRL,Logistics,DDP,56,2026-07-12,Pending,Anselm Ambleside,anselm.ambleside@whitbourneware.example
HW-0466,Yatesbury Cleaning BV,Maintenance,EXW,22,2024-12-30,Approved,Deryn Lockhart,deryn.lockhart@yatesburyclean.example
HW-0467,Alnmouth Films Group,Packaging,EXW,22,2024-06-23,Approved,Gwilym Gadsby,gwilym.gadsby@alnmouthfilmsg.example
HW-0468,Bexwell Polymers PLC,Raw materials,DDP,30,2024-08-27,Pending,Jolanta Barrowclough,jolanta.barrowclough@bexwellpolymer.example
HW-0469,Ambleforth Calibration Ltd,Maintenance,DAP,41,2025-06-22,Approved,Merrick Marchbank,merrick.marchbank@ambleforthcali.example
HW-0470,Barrowden Labels Oy,Packaging,DDP,24,2025-06-04,Approved,Petra Halliwell,petra.halliwell@barrowdenlabel.example
HW-0471,Cheswick Adhesives SRL,Raw materials,DAP,20,2024-01-15,Pending,Caius Chevington,caius.chevington@cheswickadhesi.example
HW-0472,Dunsmere Tooling BV,Maintenance,FOB,12,2024-11-15,Approved,Ffion Nettleford,ffion.nettleford@dunsmeretoolin.example
HW-0473,Edgeworth Pallets Group,Packaging,EXW,12,2024-04-03,Approved,Idris Inkpen,idris.inkpen@edgeworthpalle.example
HW-0474,Frampton Alloys PLC,Raw materials,EXW,59,2024-04-14,Pending,Linnet Dunwoody,linnet.dunwoody@framptonalloys.example
HW-0475,Galloway Filters Ltd,Maintenance,FOB,25,2025-11-13,Approved,Osric Oldbury,osric.oldbury@gallowayfilter.example
HW-0476,Hartshorne Haulage Oy,Logistics,FOB,27,2025-06-10,Suspended,Brioney Jelbart,brioney.jelbart@hartshornehaul.example
HW-0477,Innesford Pigments SRL,Raw materials,EXW,16,2025-08-05,Approved,Eamon Elverton,eamon.elverton@innesfordpigme.example
HW-0478,Jevington Lubricants BV,Maintenance,DAP,21,2025-12-30,Pending,Hesper Prescott,hesper.prescott@jevingtonlubri.example
HW-0479,Knayton Freight Group,Logistics,DAP,5,2025-10-15,Approved,Kester Kinnaird,kester.kinnaird@knaytonfreight.example
HW-0480,Larkhall Timber PLC,Raw materials,DAP,35,2026-04-26,Approved,Nessa Fanshawe,nessa.fanshawe@larkhalltimber.example
HW-0481,Mirfield Cartons Ltd,Packaging,DDP,46,2025-03-31,Approved,Anselm Ambleside,anselm.ambleside@mirfieldcarton.example
HW-0482,Newsholme Couriers Oy,Logistics,FOB,9,2025-08-26,Suspended,Deryn Lockhart,deryn.lockhart@newsholmecouri.example
HW-0483,Oswaldkirk Glassworks SRL,Raw materials,DDP,55,2024-09-30,Approved,Gwilym Gadsby,gwilym.gadsby@oswaldkirkglas.example
HW-0484,Penrhos Crates BV,Packaging,DAP,40,2024-09-30,Pending,Jolanta Barrowclough,jolanta.barrowclough@penrhoscratesb.example
HW-0485,Quorndon Warehousing Group,Logistics,DDP,29,2026-03-20,Approved,Merrick Marchbank,merrick.marchbank@quorndonwareho.example
HW-0486,Redmarley Cleaning PLC,Maintenance,DAP,41,2025-10-20,Approved,Petra Halliwell,petra.halliwell@redmarleyclean.example
HW-0487,Sedgeberrow Films Ltd,Packaging,DAP,6,2024-03-11,Suspended,Caius Chevington,caius.chevington@sedgeberrowfil.example
HW-0488,Tavistoke Polymers Oy,Raw materials,FOB,13,2024-07-14,Approved,Ffion Nettleford,ffion.nettleford@tavistokepolym.example
HW-0489,Ulverston Calibration SRL,Maintenance,FOB,26,2026-02-23,Approved,Idris Inkpen,idris.inkpen@ulverstoncalib.example
HW-0490,Vaynor Labels BV,Packaging,EXW,18,2025-06-10,Approved,Linnet Dunwoody,linnet.dunwoody@vaynorlabelsbv.example
HW-0491,Whitbourne Adhesives Group,Raw materials,EXW,25,2024-08-18,Approved,Osric Oldbury,osric.oldbury@whitbourneadhe.example
HW-0492,Yatesbury Tooling PLC,Maintenance,DAP,9,2026-05-21,Approved,Brioney Jelbart,brioney.jelbart@yatesburytooli.example
HW-0493,Alnmouth Pallets Ltd,Packaging,EXW,39,2026-03-21,Approved,Eamon Elverton,eamon.elverton@alnmouthpallet.example
HW-0494,Bexwell Alloys Oy,Raw materials,FOB,59,2026-08-12,Pending,Hesper Prescott,hesper.prescott@bexwellalloyso.example
HW-0495,Ambleforth Filters SRL,Maintenance,DDP,7,2025-02-20,Approved,Kester Kinnaird,kester.kinnaird@ambleforthfilt.example
HW-0496,Barrowden Haulage BV,Logistics,EXW,45,2024-03-21,Approved,Nessa Fanshawe,nessa.fanshawe@barrowdenhaula.example
HW-0497,Cheswick Pigments Group,Raw materials,EXW,31,2025-05-27,Pending,Anselm Ambleside,anselm.ambleside@cheswickpigmen.example
HW-0498,Dunsmere Lubricants PLC,Maintenance,DAP,41,2025-01-29,Approved,Deryn Lockhart,deryn.lockhart@dunsmerelubric.example
HW-0499,Edgeworth Freight Ltd,Logistics,DAP,28,2026-05-09,Approved,Gwilym Gadsby,gwilym.gadsby@edgeworthfreig.example
HW-0500,Frampton Timber Oy,Raw materials,EXW,44,2025-05-31,Approved,Jolanta Barrowclough,jolanta.barrowclough@framptontimber.example
HW-0501,Galloway Cartons SRL,Packaging,DDP,54,2026-02-03,Approved,Merrick Marchbank,merrick.marchbank@gallowaycarton.example
HW-0502,Hartshorne Couriers BV,Logistics,FOB,45,2026-03-13,Pending,Petra Halliwell,petra.halliwell@hartshornecour.example
HW-0503,Innesford Glassworks Group,Raw materials,EXW,11,2024-10-17,Approved,Caius Chevington,caius.chevington@innesfordglass.example
HW-0504,Jevington Crates PLC,Packaging,DAP,22,2025-01-15,Pending,Ffion Nettleford,ffion.nettleford@jevingtoncrate.example
HW-0505,Knayton Warehousing Ltd,Logistics,DAP,55,2025-10-31,Pending,Idris Inkpen,idris.inkpen@knaytonwarehou.example
HW-0506,Larkhall Cleaning Oy,Maintenance,FOB,49,2024-06-19,Pending,Linnet Dunwoody,linnet.dunwoody@larkhallcleani.example
HW-0507,Mirfield Films SRL,Packaging,DDP,33,2024-07-14,Approved,Osric Oldbury,osric.oldbury@mirfieldfilmss.example
HW-0508,Newsholme Polymers BV,Raw materials,EXW,51,2026-04-15,Approved,Brioney Jelbart,brioney.jelbart@newsholmepolym.example
HW-0509,Oswaldkirk Calibration Group,Maintenance,DDP,30,2024-07-08,Approved,Eamon Elverton,eamon.elverton@oswaldkirkcali.example
HW-0510,Penrhos Labels PLC,Packaging,DDP,7,2024-10-23,Approved,Hesper Prescott,hesper.prescott@penrhoslabelsp.example
HW-0511,Quorndon Adhesives Ltd,Raw materials,FOB,59,2024-10-04,Approved,Kester Kinnaird,kester.kinnaird@quorndonadhesi.example
HW-0512,Redmarley Tooling Oy,Maintenance,DAP,28,2024-09-24,Suspended,Nessa Fanshawe,nessa.fanshawe@redmarleytooli.example
HW-0513,Sedgeberrow Pallets SRL,Packaging,DAP,37,2024-01-11,Approved,Anselm Ambleside,anselm.ambleside@sedgeberrowpal.example
HW-0514,Tavistoke Alloys BV,Raw materials,FOB,21,2025-04-23,Approved,Deryn Lockhart,deryn.lockhart@tavistokealloy.example
HW-0515,Ulverston Filters Group,Maintenance,FOB,31,2026-05-28,Approved,Gwilym Gadsby,gwilym.gadsby@ulverstonfilte.example
HW-0516,Vaynor Haulage PLC,Logistics,DAP,17,2024-07-20,Approved,Jolanta Barrowclough,jolanta.barrowclough@vaynorhaulagep.example
HW-0517,Whitbourne Pigments Ltd,Raw materials,FOB,56,2026-04-27,Approved,Merrick Marchbank,merrick.marchbank@whitbournepigm.example
HW-0518,Yatesbury Lubricants Oy,Maintenance,DAP,39,2024-04-25,Pending,Petra Halliwell,petra.halliwell@yatesburylubri.example
HW-0519,Alnmouth Freight SRL,Logistics,DAP,34,2025-05-29,Approved,Caius Chevington,caius.chevington@alnmouthfreigh.example
HW-0520,Bexwell Timber BV,Raw materials,DDP,18,2024-08-14,Approved,Ffion Nettleford,ffion.nettleford@bexwelltimberb.example
HW-0521,Ambleforth Cartons Group,Packaging,EXW,14,2025-07-14,Approved,Idris Inkpen,idris.inkpen@ambleforthcart.example
HW-0522,Barrowden Couriers PLC,Logistics,EXW,7,2026-03-29,Approved,Linnet Dunwoody,linnet.dunwoody@barrowdencouri.example
HW-0523,Cheswick Glassworks Ltd,Raw materials,FOB,5,2025-01-24,Approved,Osric Oldbury,osric.oldbury@cheswickglassw.example
HW-0524,Dunsmere Crates Oy,Packaging,DDP,51,2025-04-10,Approved,Brioney Jelbart,brioney.jelbart@dunsmerecrates.example
HW-0525,Edgeworth Warehousing SRL,Logistics,DAP,38,2026-01-02,Approved,Eamon Elverton,eamon.elverton@edgeworthwareh.example
HW-0526,Frampton Cleaning BV,Maintenance,DAP,18,2026-03-12,Approved,Hesper Prescott,hesper.prescott@framptoncleani.example
HW-0527,Galloway Films Group,Packaging,FOB,51,2025-01-10,Approved,Kester Kinnaird,kester.kinnaird@gallowayfilmsg.example
HW-0528,Hartshorne Polymers PLC,Raw materials,EXW,45,2026-01-25,Pending,Nessa Fanshawe,nessa.fanshawe@hartshornepoly.example
HW-0529,Innesford Calibration Ltd,Maintenance,DAP,36,2025-07-31,Suspended,Anselm Ambleside,anselm.ambleside@innesfordcalib.example
HW-0530,Jevington Labels Oy,Packaging,FOB,8,2026-05-25,Approved,Deryn Lockhart,deryn.lockhart@jevingtonlabel.example
HW-0531,Knayton Adhesives SRL,Raw materials,DAP,31,2025-04-24,Approved,Gwilym Gadsby,gwilym.gadsby@knaytonadhesiv.example
HW-0532,Larkhall Tooling BV,Maintenance,DAP,28,2026-03-02,Approved,Jolanta Barrowclough,jolanta.barrowclough@larkhalltoolin.example
HW-0533,Mirfield Pallets Group,Packaging,DDP,42,2025-03-06,Approved,Merrick Marchbank,merrick.marchbank@mirfieldpallet.example
HW-0534,Newsholme Alloys PLC,Raw materials,DDP,26,2026-07-05,Approved,Petra Halliwell,petra.halliwell@newsholmealloy.example
HW-0535,Oswaldkirk Filters Ltd,Maintenance,DAP,6,2025-05-05,Approved,Caius Chevington,caius.chevington@oswaldkirkfilt.example
HW-0536,Penrhos Haulage Oy,Logistics,DDP,6,2024-04-27,Approved,Ffion Nettleford,ffion.nettleford@penrhoshaulage.example
HW-0537,Quorndon Pigments SRL,Raw materials,EXW,42,2025-05-27,Approved,Idris Inkpen,idris.inkpen@quorndonpigmen.example
HW-0538,Redmarley Lubricants BV,Maintenance,DAP,26,2024-02-22,Approved,Linnet Dunwoody,linnet.dunwoody@redmarleylubri.example
HW-0539,Sedgeberrow Freight Group,Logistics,DDP,26,2024-07-02,Pending,Osric Oldbury,osric.oldbury@sedgeberrowfre.example
HW-0540,Tavistoke Timber PLC,Raw materials,DDP,15,2026-01-29,Approved,Brioney Jelbart,brioney.jelbart@tavistoketimbe.example
HW-0541,Ulverston Cartons Ltd,Packaging,FOB,50,2025-09-27,Approved,Eamon Elverton,eamon.elverton@ulverstoncarto.example
HW-0542,Vaynor Couriers Oy,Logistics,EXW,59,2024-04-08,Approved,Hesper Prescott,hesper.prescott@vaynorcouriers.example
HW-0543,Whitbourne Glassworks SRL,Raw materials,EXW,55,2024-03-30,Approved,Kester Kinnaird,kester.kinnaird@whitbourneglas.example
HW-0544,Yatesbury Crates BV,Packaging,FOB,25,2026-02-15,Approved,Nessa Fanshawe,nessa.fanshawe@yatesburycrate.example
HW-0545,Alnmouth Warehousing Group,Logistics,EXW,11,2026-02-14,Approved,Anselm Ambleside,anselm.ambleside@alnmouthwareho.example
HW-0546,Bexwell Cleaning PLC,Maintenance,FOB,58,2025-10-12,Pending,Deryn Lockhart,deryn.lockhart@bexwellcleanin.example
HW-0547,Ambleforth Films Ltd,Packaging,DAP,56,2024-08-14,Approved,Gwilym Gadsby,gwilym.gadsby@ambleforthfilm.example
HW-0548,Barrowden Polymers Oy,Raw materials,EXW,48,2026-05-21,Approved,Jolanta Barrowclough,jolanta.barrowclough@barrowdenpolym.example
HW-0549,Cheswick Calibration SRL,Maintenance,FOB,34,2024-09-25,Approved,Merrick Marchbank,merrick.marchbank@cheswickcalibr.example
HW-0550,Dunsmere Labels BV,Packaging,DDP,16,2025-03-13,Approved,Petra Halliwell,petra.halliwell@dunsmerelabels.example
HW-0551,Edgeworth Adhesives Group,Raw materials,DAP,57,2026-04-06,Pending,Caius Chevington,caius.chevington@edgeworthadhes.example
HW-0552,Frampton Tooling PLC,Maintenance,DDP,57,2026-05-03,Approved,Ffion Nettleford,ffion.nettleford@framptontoolin.example
HW-0553,Galloway Pallets Ltd,Packaging,EXW,15,2025-09-04,Approved,Idris Inkpen,idris.inkpen@gallowaypallet.example
HW-0554,Hartshorne Alloys Oy,Raw materials,FOB,7,2025-04-26,Approved,Linnet Dunwoody,linnet.dunwoody@hartshorneallo.example
HW-0555,Innesford Filters SRL,Maintenance,FOB,36,2024-11-30,Approved,Osric Oldbury,osric.oldbury@innesfordfilte.example
HW-0556,Jevington Haulage BV,Logistics,EXW,41,2024-05-05,Approved,Brioney Jelbart,brioney.jelbart@jevingtonhaula.example
HW-0557,Knayton Pigments Group,Raw materials,DAP,8,2024-03-09,Approved,Eamon Elverton,eamon.elverton@knaytonpigment.example
HW-0558,Larkhall Lubricants PLC,Maintenance,DAP,5,2025-04-07,Approved,Hesper Prescott,hesper.prescott@larkhalllubric.example
HW-0559,Mirfield Freight Ltd,Logistics,DAP,36,2026-07-04,Approved,Kester Kinnaird,kester.kinnaird@mirfieldfreigh.example
HW-0560,Newsholme Timber Oy,Raw materials,DAP,14,2025-04-01,Pending,Nessa Fanshawe,nessa.fanshawe@newsholmetimbe.example
HW-0561,Oswaldkirk Cartons SRL,Packaging,EXW,7,2025-04-20,Pending,Anselm Ambleside,anselm.ambleside@oswaldkirkcart.example
HW-0562,Penrhos Couriers BV,Logistics,FOB,19,2025-07-10,Pending,Deryn Lockhart,deryn.lockhart@penrhoscourier.example
HW-0563,Quorndon Glassworks Group,Raw materials,EXW,12,2024-05-02,Approved,Gwilym Gadsby,gwilym.gadsby@quorndonglassw.example
HW-0564,Redmarley Crates PLC,Packaging,DAP,16,2025-05-04,Approved,Jolanta Barrowclough,jolanta.barrowclough@redmarleycrate.example
HW-0565,Sedgeberrow Warehousing Ltd,Logistics,DDP,15,2025-03-09,Approved,Merrick Marchbank,merrick.marchbank@sedgeberrowwar.example
HW-0566,Tavistoke Cleaning Oy,Maintenance,EXW,22,2024-10-20,Approved,Petra Halliwell,petra.halliwell@tavistokeclean.example
HW-0567,Ulverston Films SRL,Packaging,DAP,48,2025-05-15,Approved,Caius Chevington,caius.chevington@ulverstonfilms.example
HW-0568,Vaynor Polymers BV,Raw materials,FOB,42,2025-08-03,Approved,Ffion Nettleford,ffion.nettleford@vaynorpolymers.example
HW-0569,Whitbourne Calibration Group,Maintenance,DAP,32,2024-03-29,Pending,Idris Inkpen,idris.inkpen@whitbournecali.example
HW-0570,Yatesbury Labels PLC,Packaging,EXW,27,2025-09-20,Pending,Linnet Dunwoody,linnet.dunwoody@yatesburylabel.example
HW-0571,Alnmouth Adhesives Ltd,Raw materials,FOB,45,2024-04-06,Approved,Osric Oldbury,osric.oldbury@alnmouthadhesi.example
HW-0572,Bexwell Tooling Oy,Maintenance,FOB,27,2026-06-29,Approved,Brioney Jelbart,brioney.jelbart@bexwelltooling.example
HW-0573,Ambleforth Pallets SRL,Packaging,FOB,45,2024-02-29,Approved,Eamon Elverton,eamon.elverton@ambleforthpall.example
HW-0574,Barrowden Alloys BV,Raw materials,DAP,3,2024-05-24,Suspended,Hesper Prescott,hesper.prescott@barrowdenalloy.example
HW-0575,Cheswick Filters Group,Maintenance,DAP,58,2024-09-14,Pending,Kester Kinnaird,kester.kinnaird@cheswickfilter.example
HW-0576,Dunsmere Haulage PLC,Logistics,DDP,50,2025-01-08,Suspended,Nessa Fanshawe,nessa.fanshawe@dunsmerehaulag.example
HW-0577,Edgeworth Pigments Ltd,Raw materials,FOB,28,2024-07-02,Approved,Anselm Ambleside,anselm.ambleside@edgeworthpigme.example
HW-0578,Frampton Lubricants Oy,Maintenance,DAP,59,2026-07-15,Pending,Deryn Lockhart,deryn.lockhart@framptonlubric.example
HW-0579,Galloway Freight SRL,Logistics,EXW,52,2025-10-19,Pending,Gwilym Gadsby,gwilym.gadsby@gallowayfreigh.example
HW-0580,Hartshorne Timber BV,Raw materials,EXW,13,2024-02-23,Approved,Jolanta Barrowclough,jolanta.barrowclough@hartshornetimb.example
HW-0581,Innesford Cartons Group,Packaging,EXW,46,2025-02-03,Approved,Merrick Marchbank,merrick.marchbank@innesfordcarto.example
HW-0582,Jevington Couriers PLC,Logistics,DAP,59,2025-07-22,Approved,Petra Halliwell,petra.halliwell@jevingtoncouri.example
HW-0583,Knayton Glassworks Ltd,Raw materials,FOB,47,2025-03-01,Approved,Caius Chevington,caius.chevington@knaytonglasswo.example
HW-0584,Larkhall Crates Oy,Packaging,EXW,13,2026-05-21,Approved,Ffion Nettleford,ffion.nettleford@larkhallcrates.example
HW-0585,Mirfield Warehousing SRL,Logistics,FOB,22,2024-09-19,Approved,Idris Inkpen,idris.inkpen@mirfieldwareho.example
HW-0586,Newsholme Cleaning BV,Maintenance,FOB,32,2024-09-17,Pending,Linnet Dunwoody,linnet.dunwoody@newsholmeclean.example
HW-0587,Oswaldkirk Films Group,Packaging,DDP,47,2026-01-28,Pending,Osric Oldbury,osric.oldbury@oswaldkirkfilm.example
